name,brand,category,price,price_source(real/danawa/estimated),claim_type,kcal,sugar_g,carb_g,protein_g,fat_g,sodium_mg,serving_size,serving_unit,sweeteners(쉼표구분),sweetener_amounts(이름:g),allergens(쉼표구분),stock,image_url,nutrition_facts_url,verification_source(제품 상세페이지 URL),_src
제로블랙티 레몬맛,퓨어플러스,음료,19600,estimated,무당류,1,0,0.2,0,0,8,100,mL,"수크랄로스,효소처리스테비아","수크랄로스:0,효소처리스테비아:0",,49,https://s3.zerofinder.co.kr/public/products/original/0KW17JNEBYW00.png,,https://zerofinder.co.kr/product/0PCNV3FYWS02E,zerofinder
제로젤리 제로베어,마이노멀,간식/디저트,16800,estimated,무당류,118,0,78.95,7.89,0,0,100,g,"알룰로스,효소처리스테비아","알룰로스:39.47,효소처리스테비아:0",,24,https://s3.zerofinder.co.kr/public/products/original/0KW167WQ3PW00.png,,https://zerofinder.co.kr/product/0PCNV3FYWRY8P,zerofinder
제로 슈거 말차,대상다이브스 이천공장,음료,18200,estimated,무당류,45,0,96,3,0.6,5,100,g,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:89.29",,12,https://s3.zerofinder.co.kr/public/products/original/0KW14N34M6W00.png,,https://zerofinder.co.kr/product/0PCNV3FYWQHJS,zerofinder
포도 제로바,라라스윗,간식/디저트,20500,estimated,무당류,0,0,9,0,0,20,70,mL,"수크랄로스,아세설팜칼륨,에리스리톨,알룰로스,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1,알룰로스:8,효소처리스테비아:0",,25,https://s3.zerofinder.co.kr/public/products/original/0KW0P9TSYYW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ0FXNF,zerofinder
제로칩 어니언,마이노멀,간식/디저트,12100,estimated,저당류,285,1,36,4,14,350,55,g,,,,39,https://s3.zerofinder.co.kr/public/products/original/0KW0N2PSFEW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ5A1MD,zerofinder
제로칩 솔티,마이노멀,간식/디저트,23800,estimated,무당류,285,0,36,4,14,500,55,g,,,,49,https://s3.zerofinder.co.kr/public/products/original/0KW0MMK1H6W00.png,,https://zerofinder.co.kr/product/0PCNV3FZ3AJZ9,zerofinder
자두 제로바,라라스윗,간식/디저트,13000,estimated,무당류,0,0,9,0,0,20,70,mL,"알룰로스,에리스리톨,수크랄로스,아세설팜칼륨,효소처리스테비아","알룰로스:8,에리스리톨:1,수크랄로스:0,아세설팜칼륨:0,효소처리스테비아:0",,18,https://s3.zerofinder.co.kr/public/products/original/0KW0KF9Z06W00.png,,https://zerofinder.co.kr/product/0PCNV3FZ2XM6S,zerofinder
오렌지 제로바,라라스윗,간식/디저트,20800,estimated,무당류,0,0,9,0,0,20,79,mL,"알룰로스,에리스리톨,수크랄로스,소르비톨,효소처리스테비아","알룰로스:8,에리스리톨:1,수크랄로스:0,소르비톨:0,효소처리스테비아:0",,22,https://s3.zerofinder.co.kr/public/products/original/0KW0JQCNFYW00.png,,https://zerofinder.co.kr/product/0PCNV3FZ7YGXB,zerofinder
아몬드스윗 제로슈거,라라스윗,음료,26800,estimated,무당류,30,0,7,1,2.3,100,100,mL,"에리스리톨,효소처리스테비아","에리스리톨:6,효소처리스테비아:0",,53,https://s3.zerofinder.co.kr/public/products/original/0KW0J9Y8STW00.png,,https://zerofinder.co.kr/product/0PCNV3FZAVH8Q,zerofinder
비락식혜 제로,팔도,음료,38500,danawa,무당류,2,0,4.2,0,0,2,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:9",,23,https://s3.zerofinder.co.kr/public/products/original/0KW0H52GMPW00.png,,https://zerofinder.co.kr/product/0PCNV3FYY541H,zerofinder
제로 초코파이,롯데웰푸드,간식/디저트,7500,danawa,무당류,393,0,60.71,4.64,21.43,232,100,g,"수크랄로스,D-말티톨,아라비아검","수크랄로스:0,D-말티톨:0,아라비아검:0",,58,https://s3.zerofinder.co.kr/public/products/original/0KW07H79HV800.png,,https://zerofinder.co.kr/product/0PCNV3FYWF71Q,zerofinder
제로베이스 청포도,베버시티,음료,17100,estimated,저당류,9,2,55,0,0,20,100,g,"수크랄로스,알룰로스","수크랄로스:0,알룰로스:0",,19,https://s3.zerofinder.co.kr/public/products/original/0KW076V58Q800.png,,https://zerofinder.co.kr/product/0PCNV3FYWE24P,zerofinder
진로 토닉워터 제로,건강한사람들  2사업장,음료,13900,estimated,저당류,3.47,0.87,3.23,0,0,23.3,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,효소처리스테비아,사카린나트륨","수크랄로스:0,아세설팜칼륨:0,알룰로스:2.37,효소처리스테비아:0,사카린나트륨:0",,39,https://s3.zerofinder.co.kr/public/products/original/0KW064RVEK800.png,,https://zerofinder.co.kr/product/0PCNV3FYW99GZ,zerofinder
갈배사이다 제로,오케이에프음료,음료,15900,estimated,무당류,0,0,0,0,0,16,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,7,https://s3.zerofinder.co.kr/public/products/original/0KW04ZV9JK800.png,,https://zerofinder.co.kr/product/0PCNV3FYWD0KG,zerofinder
일하기 시럽 제로슈가 카페시럽,그린에프엠,간식/디저트,24100,estimated,무당류,150,0,61,0,0,0,100,g,"수크랄로스,말티톨,알룰로스","수크랄로스:0,말티톨:0,알룰로스:0",,40,https://s3.zerofinder.co.kr/public/products/original/0KW03XARKF800.png,,https://zerofinder.co.kr/product/0PCNV3FYW8BEY,zerofinder
제로딸기탄산,오케이에프음료 ,음료,18900,estimated,무당류,0,0,1.6,0,0,1,100,mL,"아스파탐,수크랄로스,아세설팜칼륨,에리스리톨","아스파탐:0,수크랄로스:0,아세설팜칼륨:0,에리스리톨:0",,13,https://s3.zerofinder.co.kr/public/products/original/0KVZZRNFKF800.png,,https://zerofinder.co.kr/product/0PCNV3FYVYE9N,zerofinder
환타 제로 오렌지, 동천수 상주공장,음료,25200,estimated,무당류,0,0,0,0,0,3,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,53,https://s3.zerofinder.co.kr/public/products/original/0KVZN48W7Z800.png,,https://zerofinder.co.kr/product/0PCNV3FYX24RJ,zerofinder
탱크보이 배 제로,해태아이스크림,간식/디저트,17300,estimated,무당류,0,0,11.67,0,0,62,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,알룰로스","수크랄로스:0,아세설팜칼륨:0,에리스리톨:5,알룰로스:9",,60,https://s3.zerofinder.co.kr/public/products/original/0KVZKZBHVQ800.png,,https://zerofinder.co.kr/product/0PCNV3FYY070E,zerofinder
탐스제로오렌지향,롯데칠성음료,음료,13800,estimated,무당류,2,0,2.5,0,0,15,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,알룰로스","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1,알룰로스:6",,23,https://s3.zerofinder.co.kr/public/products/original/0KVZK95H33800.png,,https://zerofinder.co.kr/product/0PCNV3FYWWSMX,zerofinder
코카·콜라제로,코카콜라음료,음료,22200,estimated,무당류,0,0,0,0,0,6,100,mL,,,,33,https://s3.zerofinder.co.kr/public/products/original/0KVZK0F1CQ800.png,,https://zerofinder.co.kr/product/0PCNV3FYWEQWY,zerofinder
아침햇살 제로슈가,웅진,음료,19800,estimated,무당류,27,0.36,6.12,0.14,1.18,12,100,mL,"에리스리톨,수크랄로스","에리스리톨:2,수크랄로스:0",,8,https://s3.zerofinder.co.kr/public/products/original/0KVZJ19PBZ800.png,,https://zerofinder.co.kr/product/0PCNV3FYX8WFV,zerofinder
쥬시쿨 제로 자두,빙그레,음료,17200,danawa,무당류,4,0,2,0,0,55,100,mL,"수크랄로스,에리스리톨,효소처리스테비아","수크랄로스:0,에리스리톨:10.65,효소처리스테비아:0",,60,https://s3.zerofinder.co.kr/public/products/original/0KVZG9Z8TZ800.png,,https://zerofinder.co.kr/product/0PCNV3FYWDPRS,zerofinder
하이트제로0.00,하이트진로,음료,22300,estimated,저당류,17,2.25,3.94,0.2,0,10,100,mL,,,,57,https://s3.zerofinder.co.kr/public/products/original/0KVZFNT9PZ800.png,,https://zerofinder.co.kr/product/0PCNV3FYWCZHN,zerofinder
실론티레몬제로,롯데,음료,21490,real,무당류,2,0.02,1.67,0.05,0.03,2,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:7",,9,https://s3.zerofinder.co.kr/public/products/original/0KVZDF0P97800.png,,https://zerofinder.co.kr/product/0PCNV3FYW2D20,zerofinder
핫식스제로,롯데칠성음료,음료,20900,estimated,무당류,2,0.04,5.71,0.09,0,26,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,알룰로스","수크랄로스:0,아세설팜칼륨:0,에리스리톨:7.6,알룰로스:5.4",,9,https://s3.zerofinder.co.kr/public/products/original/0KVZCNJ103800.png,,https://zerofinder.co.kr/product/0PCNV3FYVWQ7R,zerofinder
솔의눈제로,롯데칠성음료,음료,24100,estimated,무당류,3,0.05,1.41,0,0,11,100,mL,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:0.5",,48,https://s3.zerofinder.co.kr/public/products/original/0KVYK7MPK7800.png,,https://zerofinder.co.kr/product/0PCNV3FYVNBD9,zerofinder
제로스콘,제로베이커리,간식/디저트,11200,estimated,저당류,400,1.82,23.64,12.73,32.73,342,100,g,에리스리톨,에리스리톨:7.27,,14,https://s3.zerofinder.co.kr/public/products/original/0KVYJNNAQ3800.png,,https://zerofinder.co.kr/product/0PCNV3FYVNVFF,zerofinder
카스 올 제로,오비맥주광주공장,음료,28400,estimated,무당류,0,0,0,0,0,6,100,mL,효소처리스테비아,효소처리스테비아:0,,24,https://s3.zerofinder.co.kr/public/products/original/0KVYHSB97Z800.png,,https://zerofinder.co.kr/product/0PCNV3FYV2P0K,zerofinder
HOT6 더킹제로,롯데칠성음료,음료,15200,estimated,무당류,3,0,2.49,0.07,0,35,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,D-소비톨액","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1.69,D-소비톨액:0",,20,https://s3.zerofinder.co.kr/public/products/original/0KVYGNDAPV800.png,,https://zerofinder.co.kr/product/0PCNV3FYTP0BT,zerofinder
제로떡볶이,아이케이푸드,간식/디저트,12100,estimated,저당류,142,1.09,27.32,4.92,1.26,1044,100,g,"수크랄로스,알룰로스","수크랄로스:0,알룰로스:10",,53,https://s3.zerofinder.co.kr/public/products/original/0KVX8530B3800.png,,https://zerofinder.co.kr/product/0PCNV3FYTMH3V,zerofinder
제로클럽젤리,에스디푸드,간식/디저트,16300,estimated,,321,55.74,73.77,6.56,0,33,100,g,,,,43,https://s3.zerofinder.co.kr/public/products/original/0KVX73PZ23800.png,,https://zerofinder.co.kr/product/0PCNV3FYTKEFC,zerofinder
샤인제로핏,부산경남우유협동조합,음료,27700,estimated,무당류,1,0,3,0,0,10,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨,효소처리스테비아","수크랄로스:0,아세설팜칼륨:0,에리스리톨:2.67,효소처리스테비아:0",,29,https://s3.zerofinder.co.kr/public/products/original/0KVVWCMTHV800.png,,https://zerofinder.co.kr/product/0PCNV3FYT7HJX,zerofinder
제로 연양갱,삼성식품,간식/디저트,29390,danawa,무당류,190,0,66,2,0,10,100,g,"수크랄로스,아세설팜칼륨,말티톨","수크랄로스:0,아세설팜칼륨:0,말티톨:0",,33,https://s3.zerofinder.co.kr/public/products/original/0KVV9J5QW3800.png,,https://zerofinder.co.kr/product/0PCNV3FYSYMNZ,zerofinder
815콜라제로,일화,음료,21680,danawa,무당류,0,0,0,0,0,2,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,42,https://s3.zerofinder.co.kr/public/products/original/0KVV0DX5PB800.png,,https://zerofinder.co.kr/product/0PCNV3FYSXVBT,zerofinder
스폰서 제로,"T.C.PHARMACEUTICALINDUSTRIESCO.,LTD",음료,31600,estimated,무당류,64,0,16,0,0,380,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,24,https://s3.zerofinder.co.kr/public/products/original/0KVTZQKP03800.png,,https://zerofinder.co.kr/product/0PCNV3FYSPGG3,zerofinder
자두녹차제로, 퓨럽2공장,음료,24000,estimated,무당류,0,0,2.6,0,0,4,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:2.4",,8,https://s3.zerofinder.co.kr/public/products/original/0KVTZ62JPZ800.png,,https://zerofinder.co.kr/product/0PCNV3FYRPAQH,zerofinder
제로쫄면,아이케이푸드,주식/면류,16900,estimated,,251,8.65,42.58,7.11,5.82,589,100,g,"수크랄로스,알룰로스","수크랄로스:0,알룰로스:4.4",,53,https://s3.zerofinder.co.kr/public/products/original/0KVTWYBCTV800.png,,https://zerofinder.co.kr/product/0PCNV3FYRG3XW,zerofinder
마운틴듀제로슈거,롯데칠성음료,음료,18400,estimated,무당류,0,0,0.01,0.02,0,10,100,mL,"아스파탐,아세설팜칼륨,아라비아검","아스파탐:0,아세설팜칼륨:0,아라비아검:0",,10,https://s3.zerofinder.co.kr/public/products/original/0KVQ7NMBB0R00.png,,https://zerofinder.co.kr/product/0PCZ4B7GKWRW4,zerofinder
토레타! 제로,해태에이치티비,음료,16500,estimated,무당류,1,0,0.2,0,0,54,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,16,https://s3.zerofinder.co.kr/public/products/original/0KVQ79WZQWR00.png,,https://zerofinder.co.kr/product/0PCZ71C283DY4,zerofinder
스프라이트 제로 Chill,오케이에프음료 ,음료,13700,estimated,무당류,0,0,0,0,0,11,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,33,https://s3.zerofinder.co.kr/public/products/original/0KVQ5FHP4GR00.png,,https://zerofinder.co.kr/product/0PCZ71C287HSX,zerofinder
제로 복숭아 아이스티, 대상다이브스,간식/디저트,12440,danawa,무당류,3,0,20.6,0.18,0.09,50,100,g,"수크랄로스,에리스리톨","수크랄로스:0,에리스리톨:11.2",,35,https://s3.zerofinder.co.kr/public/products/original/0KVQ50DBT0R00.png,,https://zerofinder.co.kr/product/0PCZ71C28FD1S,zerofinder
제로 티베이스 납작복숭아,서울팩토리,음료,18900,estimated,무당류,7,0.49,36.98,0.16,0.01,112,100,g,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,19,https://s3.zerofinder.co.kr/public/products/original/0KVQ16WEP8R00.png,,https://zerofinder.co.kr/product/0PCZ71C28S6KX,zerofinder
파워에이드 제로 라임향,해태에이치티비,음료,18900,estimated,무당류,1,0,0.3,0,0,58,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,23,https://s3.zerofinder.co.kr/public/products/original/0KVPZ6S7WCR00.png,,https://zerofinder.co.kr/product/0PCZ71C292RF7,zerofinder
썬키스트 제로 복숭아레몬 소다,건강한사람들  2사업장,음료,26400,estimated,무당류,0,0,2.67,0,0,13,100,mL,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액","수크랄로스:0,아세설팜칼륨:0,알룰로스:2.63,D-소비톨액:0",,34,https://s3.zerofinder.co.kr/public/products/original/0KVPXC04BWR00.png,,https://zerofinder.co.kr/product/0PCZ71C297MFB,zerofinder
환타 제로 파인애플향,코카콜라음료,음료,24900,danawa,무당류,0,0,0,0,0,8,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,19,https://s3.zerofinder.co.kr/public/products/original/0KVPWZ64SMR00.png,,https://zerofinder.co.kr/product/0PCZ71C29BPV3,zerofinder
환타 제로 상큼 피치,대경사과원예농협음료가공공장,음료,30400,estimated,무당류,1,0,0.26,0,0,18,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,55,https://s3.zerofinder.co.kr/public/products/original/0KVPWR7F2RR00.png,,https://zerofinder.co.kr/product/0PCZ71C29CK7N,zerofinder
클룹 제로소다 복숭아,오케이에프음료,음료,48150,danawa,무당류,1,0,3.2,0,0,6,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1.5",,42,https://s3.zerofinder.co.kr/public/products/original/0KVPVJDYAMR00.png,,https://zerofinder.co.kr/product/0PCZ71C29EEM1,zerofinder
웰치 제로 그레이프맛,보해양조,음료,25700,estimated,무당류,0,0,2.25,0,0,0,100,mL,알룰로스,알룰로스:2.25,,17,https://s3.zerofinder.co.kr/public/products/original/0KVPTGK4H4R00.png,,https://zerofinder.co.kr/product/0PCZ71C29GZRT,zerofinder
초코헬스 제로넛츠,립사이팅,간식/디저트,16400,estimated,무당류,580,0,48,12,40,20,100,g,"스테비아,D-말티톨","스테비아:0,D-말티톨:27.6",,39,https://s3.zerofinder.co.kr/public/products/original/0KVPSK34SRR00.png,,https://zerofinder.co.kr/product/0PCZ71C29QJE1,zerofinder
스프라이트 제로,튤립인터내셔널,음료,17700,estimated,무당류,0,0,0,0,0,3,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,14,https://s3.zerofinder.co.kr/public/products/original/0KVPS9H014R00.png,,https://zerofinder.co.kr/product/0PCZ71C29YRMR,zerofinder
닥터케어 당코치 제로,종근당건강,건강기능식품,57900,estimated,무당류,50,0,5,6,1.05,120,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,57,https://s3.zerofinder.co.kr/public/products/original/0KVPRRNZGCR00.png,,https://zerofinder.co.kr/product/0PCZ71C2A3A67,zerofinder
후레쉬 알로에 제로슈가,웅진식품,음료,16200,estimated,무당류,2,0,2.4,0,0,10,100,mL,에리스리톨,에리스리톨:1.5,,8,https://s3.zerofinder.co.kr/public/products/original/0KVPRHPZ58R00.png,,https://zerofinder.co.kr/product/0PCZ71C2A5VJD,zerofinder
제로블리 오렌지,엠디에스코리아4공장,간식/디저트,12800,estimated,무당류,8,0,16.67,0,0,75,100,g,"수크랄로스,에리스리톨,효소처리스테비아","수크랄로스:0,에리스리톨:13,효소처리스테비아:0",,24,https://s3.zerofinder.co.kr/public/products/original/0KVPQQ858XM00.png,,https://zerofinder.co.kr/product/0PCZ71C2AKT1K,zerofinder
클룹 스프린트 에너지 애플블라스트 제로,오케이에프음료,음료,39870,danawa,무당류,4,0,0.8,0.4,0,14,100,mL,"수크랄로스,아세설팜칼륨,에리스리톨","수크랄로스:0,아세설팜칼륨:0,에리스리톨:1.25",,57,https://s3.zerofinder.co.kr/public/products/original/0KVPQFXJNSM00.png,,https://zerofinder.co.kr/product/0PCZ71C2FRE3S,zerofinder
피에르 제로 시그니처 에퍼베슨트 샤르도네,LESJARDINSDEL'ORBRIE,기타,30600,estimated,,60,15,15,0,0,60,100,mL,,,,23,https://s3.zerofinder.co.kr/public/products/original/0KVP8GGJDCW00.png,,https://zerofinder.co.kr/product/0PCZ71C2CFXBM,zerofinder
바르닭 제로당 소스품은 닭가슴살 탄두리맛, 에스엘푸드,육가공품,19500,estimated,무당류,149,0.33,5.37,18,6.22,607,100,g,효소처리스테비아,효소처리스테비아:0,,34,https://s3.zerofinder.co.kr/public/products/original/0KVP32JJNF800.png,,https://zerofinder.co.kr/product/0PCZ71C2C65A6,zerofinder
바르닭 제로당 소스품은 닭가슴살 바질맛,바르닭,육가공품,23500,estimated,무당류,148,0,5.4,17.72,6.14,470,100,g,효소처리스테비아,효소처리스테비아:0,,49,https://s3.zerofinder.co.kr/public/products/original/0KVP2YQGSB800.png,,https://zerofinder.co.kr/product/0PCZ71C2CGKZZ,zerofinder
꼬기다 닭가슴살 제로 화이트어니언맛,미가온푸드,육가공품,18900,estimated,무당류,140,0.37,4.48,17.92,5.59,343,100,g,알룰로스,알룰로스:5,,22,https://s3.zerofinder.co.kr/public/products/original/0KVP2W3YHQ800.png,,https://zerofinder.co.kr/product/0PCZ71C2D37VP,zerofinder
꼬기다 닭가슴살 제로 하이라이스맛,미가온푸드,육가공품,20500,estimated,무당류,104,0.24,3.77,17.81,1.98,326,100,g,에리스리톨,에리스리톨:4.2,,36,https://s3.zerofinder.co.kr/public/products/original/0KVP2RBBVZ800.png,,https://zerofinder.co.kr/product/0PCZ71C2FPWHV,zerofinder
꼬기다 닭가슴살 제로 참숯바베큐맛,미가온푸드,육가공품,19400,estimated,무당류,117,0.23,5.65,20.56,1.4,301,100,g,에리스리톨,에리스리톨:0,,43,https://s3.zerofinder.co.kr/public/products/original/0KVP2NEJHQ800.png,,https://zerofinder.co.kr/product/0PCZ71C2DPB8N,zerofinder
바르닭 제로당 소스품은 닭가슴살 닭갈비맛, 에스엘푸드,육가공품,12900,estimated,무당류,158,0,7.17,18.01,6.39,647,100,g,효소처리스테비아,효소처리스테비아:0,,32,https://s3.zerofinder.co.kr/public/products/original/0KVP2D7WJZ800.png,,https://zerofinder.co.kr/product/0PCZ71C2DVXT1,zerofinder
르쎄떼 제로슈가 피치 블랙티 파우더,아름터,기타,34400,estimated,무당류,30,0,97,0,0.5,30,100,g,"수크랄로스,에리스리톨,효소처리스테비아","수크랄로스:0,에리스리톨:90.31,효소처리스테비아:0",,43,https://s3.zerofinder.co.kr/public/products/original/0KVNYQY287800.png,,https://zerofinder.co.kr/product/0PCZ71C2EW9K5,zerofinder
디보션 식물성 제로 콜레스테롤 왕교자 찐새우맛,엄지식품,즉석식품,23800,estimated,저당류,140,1.19,20.95,6.19,3.57,295,100,g,,,,10,https://s3.zerofinder.co.kr/public/products/original/0KVNY9Y8EV800.png,,https://zerofinder.co.kr/product/0PCNV3FZGJ3FS,zerofinder
설탕대신 알룰로스를 사용하여 만든 제로슈가 소불고기,푸드랩플러스,육가공품,16000,estimated,무당류,154,0.3,11.1,13.3,6.3,386,100,g,,,,48,https://s3.zerofinder.co.kr/public/products/original/0KVNY6JGRZ800.png,,https://zerofinder.co.kr/product/0PCNV3FZKSRVA,zerofinder
바르닭 제로당 소스품은 닭가슴살 블랙페퍼맛,에스엘푸드,육가공품,26000,estimated,무당류,160,0,8.71,17.57,6.14,543,100,g,효소처리스테비아,효소처리스테비아:0,,41,https://s3.zerofinder.co.kr/public/products/original/0KVNXMCA33800.png,,https://zerofinder.co.kr/product/0PCZ71C2EHB2Q,zerofinder
제로슈가 안동식 찜닭,한강식품,육가공품,10387,danawa,무당류,219,0,10.15,12.04,14.48,437,100,g,,,,6,https://s3.zerofinder.co.kr/public/products/original/0KVNX8YA2V800.png,,https://zerofinder.co.kr/product/0PCNV3FZ2CPY6,zerofinder
제로당 소스퐁닭 버터커리, 와이앤비푸드,육가공품,28600,estimated,무당류,95,0,4,17,1.4,470,100,g,,,,48,https://s3.zerofinder.co.kr/public/products/original/0KVNWY32DZ800.png,,https://zerofinder.co.kr/product/0PCNV3FZ862Z1,zerofinder
"7days 제로 곤약젤리, 자두맛",자임에프앤비,간식/디저트,4290,real,무당류,3,0,7.6,0,0,37,100,g,에리스리톨,에리스리톨:6.87,,57,https://s3.zerofinder.co.kr/public/products/original/0KVNRK4GTQG00.png,https://s3.zerofinder.co.kr/public/nutritionfacts/0KYX39QN6TW00.png,https://zerofinder.co.kr/product/0PCNV3FZAFC4E,zerofinder
모구모구 나타데코코 제로슈가 트로피칼딜라이트 플래버 드링크,SAPPE PUBLIC COMPANY LIMITED,음료,18500,estimated,무당류,8,0,2,0,0,85,100,mL,,,,7,https://s3.zerofinder.co.kr/public/products/original/0KVNRCXZWZG00.png,,https://zerofinder.co.kr/product/0PCNV3FZK3X4M,zerofinder
알파CD제로컷,비오팜,기타,16200,danawa,저당류,371,4.56,92.25,0.33,0.1,5,100,g,효소처리스테비아,효소처리스테비아:0,,16,https://s3.zerofinder.co.kr/public/products/original/0KVNR66C0VW00.png,,https://zerofinder.co.kr/product/0PCZ71C2ARS08,zerofinder
제로 티베이스 캐모마일 사과향,서울팩토리,음료,21700,estimated,무당류,5,0.24,40.01,0.09,0.01,64,100,g,"수크랄로스,아세설팜칼륨,알룰로스,D-소비톨액","수크랄로스:0,아세설팜칼륨:0,알룰로스:39,D-소비톨액:0",,22,https://s3.zerofinder.co.kr/public/products/original/0KVNQ0VM2VW00.png,,https://zerofinder.co.kr/product/0PCZ71C2BATYT,zerofinder
클룹 애사비소다 오리지널 제로,보해양조 장성공장,음료,16900,estimated,무당류,3,0,0.64,0.1,0,10,100,mL,알룰로스,알룰로스:2.5,,42,https://s3.zerofinder.co.kr/public/products/original/0KVNPP58SQW00.png,,https://zerofinder.co.kr/product/0PCZ71C2BEAR9,zerofinder
클룹 스프린트 에너지 레몬부스트 제로,오케이에프음료,음료,39870,danawa,무당류,4,0,0.8,0.4,0,14,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,57,https://s3.zerofinder.co.kr/public/products/original/0KVNPAFW0VW00.png,,https://zerofinder.co.kr/product/0PCZ71C2C0NTH,zerofinder
닥터 페퍼 제로 스트로베리크림향,동아에코팩,음료,22600,estimated,무당류,0,0,0,0,0,8,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,10,https://s3.zerofinder.co.kr/public/products/original/0KVNNZCXAQW00.png,,https://zerofinder.co.kr/product/0PCZ71C2CTBB6,zerofinder
클룹 애사비소다 레몬비니거 제로,보해양조 장성공장,음료,22200,estimated,무당류,3,0,0.61,0.09,0.02,11,100,mL,알룰로스,알룰로스:5,,31,https://s3.zerofinder.co.kr/public/products/original/0KVNNAE8ZZW00.png,,https://zerofinder.co.kr/product/0PCZ71C2DE4S4,zerofinder
클룹 스프린트 에너지 사우어베리 제로,오케이에프음료,음료,39870,danawa,무당류,4,0,0.8,0.4,0,14,100,mL,"수크랄로스,아세설팜칼륨","수크랄로스:0,아세설팜칼륨:0",,47,https://s3.zerofinder.co.kr/public/products/original/0KVNKRXP0QW00.png,,https://zerofinder.co.kr/product/0PCZ71C2F4BN3,zerofinder
"7days 제로 곤약젤리, 청포도맛",자임에프앤비,간식/디저트,11900,estimated,무당류,2,0,7.5,0,0,39,100,g,에리스리톨,에리스리톨:6.87,,15,https://s3.zerofinder.co.kr/public/products/original/0KVNB57JNKG00.png,,https://zerofinder.co.kr/product/0PCNV3FZAFX4D,zerofinder
제로 티베이스 납작복숭아 망고향,서울팩토리,음료,19600,estimated,무당류,9,0.46,38,0.13,0.01,84,100,g,"수크랄로스,아세설팜칼륨,알룰로스","수크랄로스:0,아세설팜칼륨:0,알룰로스:36",,49,https://s3.zerofinder.co.kr/public/products/original/0KTRCSPSY3C00.png,,https://zerofinder.co.kr/product/0PCZ71C2EM2PB,zerofinder
[클룹] 제로소다 레몬 (250mL X 24개),,음료,15900,real,무당류,1,0.0,3.2,0.0,0.0,4.0,,,,,,20,https://product-image.kurly.com/product/image/745bf987-1e92-490d-a8f6-a28636546d5e.jpg,,https://www.kurly.com/goods/1001508825,kurly
[팔도] 비락식혜 제로 1.5L,,음료,3880,real,무당류,2,0.0,4.2,0.0,0.0,2.0,,,,,,20,https://product-image.kurly.com/product/image/146096fc-9fec-4245-b380-4a39dca4412c.jpg,,https://www.kurly.com/goods/1001032081,kurly
[펩시] 제로 콜라 라임향 (500mL X 6개),,음료,8040,real,무당류,0,0.0,0.0,0.0,0.0,10.0,,,,,"- 우유, 메밀, 땅콩, 대두, 밀, 복숭아, 토마토, 아황산류, 호두, 잣을 사용한 제품과 같은 시설에서 제조",20,https://product-image.kurly.com/product/image/0e1f0c3d-96bc-4308-a8b8-8abc80b18b53.jpg,,https://www.kurly.com/goods/5122588,kurly
