name,brand,category,price,price_source(real/danawa/estimated),claim_type,kcal,sugar_g,carb_g,protein_g,fat_g,sodium_mg,serving_size,serving_unit,sweeteners(쉼표구분),sweetener_amounts(이름:g),allergens(쉼표구분),stock,image_url,nutrition_facts_url,verification_source(제품 상세페이지 URL),_src
[선물세트] 호정가 찹쌀약과 미니세트 (대) (쇼핑백 증정),,간식/디저트,17100,real,,400,22.86,71.43,5.71,10.29,86.0,,,,,"밀, 대두 함유 
땅콩, 계란, 아항산류, 잣, 호두, 우유를 사용한 제품과 같은 시설에서 제조",20,https://product-image.kurly.com/product/image/0b3d5b38-93a5-4485-8344-710033dd85f4.jpg,,https://www.kurly.com/goods/1001052043,kurly
[바오담] 한입도라지정과 180g,,간식/디저트,27000,real,,338,38.31,74.66,4.54,2.37,20.0,,,,,"- 대두 함유
* 알류, 우유, 메밀, 밀, 호두, 땅콩, 잣, 아황산류를 사용한 제품과 같은 시설에서 제조
",20,https://product-image.kurly.com/product/image/4a0a831e-aa15-429b-99fc-40d83a82051f.jpg,,https://www.kurly.com/goods/1001516196,kurly
[농협] 우리쌀 인절미스낵 3종 (택1),,간식/디저트,2980,real,,534,16.88,60.48,7.04,30.4,148.0,,,,,"- 오리지널: 우유, 대두 함유 
- 검은콩: 우유, 대두 함유 
- 17곡: 밀, 우유, 대두 함유",20,https://product-image.kurly.com/product/image/4321c229-405c-4f43-889a-98c2fcabfd6e.jpg,,https://www.kurly.com/goods/1001297363,kurly
[도라지청년] 수제한입도라지정과 150g,,간식/디저트,16000,real,,324,21.42,79.46,1.04,0.0,1.0,,,,,,20,https://product-image.kurly.com/product/image/404aafb7-7a94-4ae5-9cce-0042ad8ab71c.jpg,,https://www.kurly.com/goods/1001557165,kurly
[김미떡] 앙금절편 세트 (50g X 20개) (쇼핑백포함),,간식/디저트,26900,real,,220,8.0,50.0,4.0,0.4,220.0,,,,,"이 제품은 알류, 우유, 메밀, 땅콩, 대두, 밀, 잣, 호두, 게, 새우, 오징어, 고등어, 조개류, 복숭아, 토마토, 닭고기, 돼지고기, 소고기, 아황산류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/e6989f24-6cfe-4944-beda-2498bc723719.jpg,,https://www.kurly.com/goods/1001060388,kurly
[탁촌장] 안동참마 보리빵 (25g X 10개),,간식/디저트,8850,real,,276,20.0,40.0,8.0,9.6,480.0,,,,,"- 계란, 우유 함유
",20,https://img-cf.kurly.com/shop/data/goods/1648787536645l0.jpg,,https://www.kurly.com/goods/5127116,kurly
[선물세트] MY FIRST 우리팥 한입 단팥빵 6개 세트 360g,,간식/디저트,14500,real,,250,13.33,50.0,6.67,2.67,217.0,,,,,"- 알류(달걀), 우유, 대두, 밀 함유
- 본 제품은 호두를 사용한 제품과 같은 제조시설에서 제조",20,https://img-cf.kurly.com/shop/data/goods/1617161431881l0.jpg,,https://www.kurly.com/goods/5068118,kurly
[김미떡] 고구마 앙금 가래떡 (80g X 6개),,간식/디저트,10900,real,,223,5.6,49.7,3.1,1.3,237.0,,,,,"- 대두 함유
- 이 제품은 알류, 우유, 메밀, 땅콩, 대두, 밀, 잣, 호두, 게, 새우, 오징어, 고등어, 조개류(굴, 전복, 홍합 포함), 복숭아, 토마토, 닭고기, 돼지고기, 소고기, 아황산류를 사용한 제품",20,https://product-image.kurly.com/product/image/5d2113c0-338b-43d1-875c-884343a81b70.jpg,,https://www.kurly.com/goods/1002206810,kurly
[선물세트] 삼청동 에그롤 혼합 (30g x 10봉),,기타,29980,real,,555,26.6,56.5,7.8,33.1,59.0,,,,,"- 계란, 우유, 밀 함유 
* 이 제품은 대두, 오징어, 호두를 사용한 제품과 같은 제조 시설에서 제조합니다. ",20,https://product-image.kurly.com/product/image/1d1f5113-23dd-4855-a653-9d95e4f3aab1.jpg,,https://www.kurly.com/goods/1000910094,kurly
[아띠몽] 팥 앙금 쌀 호두과자 (34g X 15개),,간식/디저트,8200,real,,314,23.92,59.02,6.08,6.08,107.0,,,,,"- 달걀, 우유, 대두, 호두 함유
- 난류, 땅콩, 메밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 잣, 아황산류, 닭고기, 쇠고기, 오징어, 조개류(굴, 홍합, 전복포함) 혼입가능",20,https://img-cf.kurly.com/shop/data/goods/1655879505117l0.jpg,,https://www.kurly.com/goods/5138996,kurly
우도삼춘 땅콩 샌드 39개입,,간식/디저트,12000,real,,531,28.75,61.25,7.5,28.75,376.0,,,,,"- 밀, 우유, 대두, 땅콩 함유
- 계란, 게, 쇠고기 혼입가능",20,https://product-image.kurly.com/product/image/3d8ea334-8bbc-46df-ab14-e9c433c171c1.jpg,,https://www.kurly.com/goods/1000074282,kurly
[창억] 흑임자인절미 (50g X 10개입),,간식/디저트,10900,real,,189,33.33,35.56,2.22,3.89,61.0,,,,,"- 대두 함유
- 이 제품은 호두, 계란, 밀, 잣, 우유를 사용한 제품과 같은 시설에서 제조",20,https://product-image.kurly.com/product/image/89928744-f357-4e32-80d8-3c9c7148b369.jpg,,https://www.kurly.com/goods/1000351653,kurly
[우리쌀 왕호두] 앙버터 호두과자 (32g X 10개) (개별 포장),,간식/디저트,8500,real,,277,26.0,50.9,6.2,5.4,83.0,,,,,"본 제품은 밀, 대두, 호두, 땅콩, 아황산류, 복숭아, 닭고기, 토마토, 잣, 메밀을 사용한 제품과 같은 제조시설에서 제조",20,https://product-image.kurly.com/product/image/2edb5474-31e4-4a9a-b6ec-b55f76dc66d5.jpg,,https://www.kurly.com/goods/1000304686,kurly
[도라지청년] 수제도라지정과 500g 2종 (택1),,간식/디저트,60000,real,,334,17.03,81.54,1.4,0.29,66.0,,,,,,20,https://product-image.kurly.com/product/image/357eeb84-fb95-4917-9a79-bc735843ada0.jpg,,https://www.kurly.com/goods/1001557163,kurly
[동병상련] 쑥카스테라 찹쌀떡 (50gX4개),,간식/디저트,11500,real,,244,4.11,53.76,5.61,0.75,239.0,,,,,"* 대두 호두, 우유, 밀, 계란 함유
* 이 제품은 땅콩, 잣, 돼지고기, 아황산류를 사용한 제품과 같은 제조시설에서 제조한 제품입니다.",20,https://product-image.kurly.com/product/image/72225314-b8b0-4eaf-bdb7-48bdd20fbcef.jpg,,https://www.kurly.com/goods/1001939228,kurly
[마음이가] 흑임자 앙금 찹쌀떡 (50g X 12개),,간식/디저트,13900,real,,304,38.0,61.34,5.33,4.5,137.0,,,,,"* 대두, 계란, 우유, 땅콩, 호두, 밀, 메밀, 아황산류, 견과류 혼입가능",20,https://product-image.kurly.com/product/image/2e718050-729e-4a2b-8c5a-89aad003729c.jpg,,https://www.kurly.com/goods/1001320019,kurly
허니 한입 꽈배기 520g,,간식/디저트,9000,real,,553,8.0,58.0,6.0,33.0,350.0,,,,,"밀, 계란, 대두 함유",20,https://product-image.kurly.com/product/image/61aa0576-215d-49e2-8f09-904e10720089.jpg,,https://www.kurly.com/goods/1000891658,kurly
[중앙상회] 추억의 옛날호떡 (110g X 3개),,간식/디저트,4720,real,,250,8.18,40.0,4.55,8.18,291.0,,,,,"- 밀, 우유, 대두, 쇠고기, 땅콩 함유
* 달걀, 메밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 닭고기, 오징어, 조개류 (굴, 전복, 홍합 포함), 잣 혼입가능",20,https://product-image.kurly.com/product/image/8b0a2102-03cd-4108-9962-4611a5a5d5d4.jpg,,https://www.kurly.com/goods/1001105397,kurly
[떡편] 옥수수 기정떡(술떡) (30g X 8개),,간식/디저트,6600,real,,212,12.0,44.0,6.0,1.4,340.0,,,,,"- 밀, 메밀 함유
* 계란,땅콩,대두,우유,돼지고기,복숭아,토마토,아황산류,호두,오징어,잣 과 같은 시설에서 제조",20,https://img-cf.kurly.com/shop/data/goods/1653040785954l0.jpg,,https://www.kurly.com/goods/5061708,kurly
[롯데] 명가 찰떡파이 오리지널 6입 210g,,간식/디저트,3840,real,,409,30.97,68.8,1.74,9.9,298.0,,,,,"- 우유, 밀, 대두 함유",20,https://product-image.kurly.com/product/image/4221519e-99fe-4cac-86b7-a4fd8802ae4d.jpg,,https://www.kurly.com/goods/1001397569,kurly
[아우름] 수제 씨앗호떡 (100g X 5개),,간식/디저트,8900,real,,332,21.4,38.9,6.6,16.7,376.0,,,,,"- 밀, 대두, 우유, 땅콩 함유
- 이 제품은 알레르기 발생 가능성이 있는 알류, 메밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 닭고기, 쇠고기, 오징어, 조개류(굴, 전복, 홍합 포함",20,https://product-image.kurly.com/product/image/04857c6f-3547-483c-b6f4-54b1f627d411.jpg,,https://www.kurly.com/goods/1001822406,kurly
제주 오메기 찰떡파이  215g,,간식/디저트,6000,real,,450,30.0,67.0,5.0,18.0,180.0,,,,,"- 밀, 대두, 달걀, 우유 함유
* 땅콩 혼입 가능",20,https://product-image.kurly.com/product/image/0878f101-477d-41c0-95f1-5f111becdd36.jpg,,https://www.kurly.com/goods/1002207192,kurly
[큰행복] 제주 오메기떡 (70g X 6개),,간식/디저트,13900,real,,204,1.5,43.29,6.74,0.45,206.0,,,,,"- 대두, 땅콩, 밀가루 혼입가능",20,https://product-image.kurly.com/product/image/6c32b451-b014-4e90-ac87-2310c626d3e5.jpg,,https://www.kurly.com/goods/5161501,kurly
[큰행복] 제주 단호박 설기 2종 (90g X 5개) (택1),,간식/디저트,11900,real,,264,5.86,60.46,3.68,0.83,212.0,,,,,"- 본 제품은 대두, 땅콩, 밀가루, 우유 등을 사용한 제품과 같은 제조 시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/1d1bd366-5278-4eeb-83d2-a32e1ad71336.jpg,,https://www.kurly.com/goods/1001819554,kurly
[우리쌀 왕호두] 말차 호두과자 (30g X 10개),,간식/디저트,6500,real,,396,18.0,47.0,7.0,20.0,212.0,,,,,"- 계란, 우유, 대두, 호두 함유
- 본 제품은 밀, 땅콩, 아황산류, 복숭아, 닭고기, 토마토, 잣, 메밀을 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/ccea5b06-2605-4f54-a1a8-1d47bef77183.jpg,,https://www.kurly.com/goods/1001828650,kurly
[혜인담] 홍삼절편골드 (20g x 8포),,간식/디저트,28900,real,,275,3.75,70.0,0.0,0.0,0.0,,,,,"※ 본 제품은 우유, 대두, 고등어, 오징어를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/675cd65a-05d3-4c19-a67d-fccb25d940d7.jpg,,https://www.kurly.com/goods/1001502201,kurly
[우리쌀 왕호두] 말차 앙버터 호두과자 (32g X 10개) (개별포장),,간식/디저트,9600,real,,393,20.0,50.0,6.0,19.0,254.0,,,,,"- 계란, 우유, 대두, 호두 함유
- 본 제품은 밀, 대두, 호두, 땅콩, 아황산류, 복숭아, 닭고기, 토마토, 잣, 메밀을 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/bb165b59-db0b-4814-be10-1d7330213122.jpg,,https://www.kurly.com/goods/1001828652,kurly
[태극당] 고방 카스테라 130g,,간식/디저트,4300,real,,374,26.49,52.85,6.56,15.17,158.0,,,,,"- 밀, 계란, 우유, 대두 함유
- 쇠고기, 호두, 잣을 사용한 제품과 같은 제조시설에서 제조",20,https://product-image.kurly.com/product/image/44aac5ae-951d-4b30-92cb-c04109afda25.jpg,,https://www.kurly.com/goods/1001228065,kurly
[배대감] 겉바속쫀 상하이 버터떡 믹스 1kg,,간식/디저트,9980,real,,352,0.0,80.0,6.0,0.9,22.0,,,,,,20,https://product-image.kurly.com/product/image/0eaff833-5dfb-4ab4-aa99-f8ec5993d768.jpg,,https://www.kurly.com/goods/1002129924,kurly
[큰행복] 흑임자 오메기떡 (70g X 6개),,간식/디저트,13900,real,,232,11.3,47.3,6.0,2.1,142.0,,,,,"- 대두, 땅콩, 밀가루 혼입가능",20,https://product-image.kurly.com/product/image/7ce278bf-4df8-41f4-8de4-d112311161f8.jpg,,https://www.kurly.com/goods/5161502,kurly
[이웃집통통이] 고구마찰떡 쫀득빵 180g,,간식/디저트,5225,real,,267,8.89,37.78,6.11,10.0,356.0,,,,,"- 대두, 우유, 밀 함유
- 이 제품은 메밀, 땅콩, 고등어, 게, 새우, 복숭아, 토마토, 호두, 닭고기, 쇠고기, 돼지고기, 오징어, 조개류(굴, 전복, 홍합 포함), 아황산류, 잣을 사용한 제품과 같은 제조시",20,https://product-image.kurly.com/product/image/e9d2c790-72aa-44f9-b70c-565570404ffd.jpg,,https://www.kurly.com/goods/1001591008,kurly
[나폴레옹] 해풍 쑥 크럼블 파운드 케이크 350g,,간식/디저트,19900,real,,494,6.11,49.44,7.78,27.22,31.0,,,,,"-우유, 계란, 밀, 땅콩, 대두 함유
-이 제품은 호두, 돼지고기, 쇠고기, 이산화황을 사용하는 제품과 같은 제조시설에서 제조",20,https://product-image.kurly.com/product/image/0be32f56-2059-4dae-8198-99a085b4bc6c.jpg,,https://www.kurly.com/goods/5141676,kurly
[미자언니네 방앗간] 찰흑임자 인절미,,간식/디저트,4830,real,,297,4.8,47.2,6.0,9.4,239.0,,,,,"- 이 제품은 계란, 우유, 견과류, 대두, 밀을 사용한 제품과 같은 제조시설에서 생산하고 있습니다. ",20,https://product-image.kurly.com/product/image/f87fe273-abe3-4eb1-bca7-123ef2e5ea34.jpg,,https://www.kurly.com/goods/5055185,kurly
[선물세트] 신라명과 사브레 쿠키 3종 세트 260g,,간식/디저트,13900,real,,469,18.0,45.0,3.0,30.0,118.0,,,,,"-계란, 우유, 대두, 밀 함유
-이 제품은 땅콩, 돼지고기, 호두, 쇠고기를 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/c38199ca-bee8-497b-9d08-01f67f4b6bb3.jpg,,https://www.kurly.com/goods/1001068929,kurly
[태극당] 후르츠파운드 760g,,간식/디저트,22500,real,,410,26.4,44.05,5.94,23.89,69.0,,,,,"밀, 계란, 우유, 대두, 호두, 잣 함유
본 제품은 아황산류를 사용한 제품과 같은 제조시설에서 제조하고 있습니다",20,https://product-image.kurly.com/product/image/67ab8265-f986-4c09-a77a-7250d02984fc.jpg,,https://www.kurly.com/goods/1000746911,kurly
[떡편] 카스텔라 인절미 (150g X 2개),,간식/디저트,6690,real,,227,5.2,44.73,4.35,3.39,182.0,,,,,"- 계란, 밀, 우유 함유
*메밀, 땅콩, 대두, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 오징어, 잣 혼입가능",20,https://product-image.kurly.com/product/image/bc000c7c-cddd-40a8-af51-f2957993e58c.jpg,,https://www.kurly.com/goods/1000357002,kurly
[아띠몽] 고구마 앙금 쌀 호두과자 510g,,간식/디저트,9790,real,,319,28.04,48.24,6.47,12.35,106.0,,,,,"- 달걀, 우유, 대두, 호두 함유
- 이 제품은 난류, 땅콩, 메밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 잣, 아황산류, 닭고기, 쇠고기, 오징어, 조개류(굴, 홍합, 전복포함)를 사용한 제품과 같은",20,https://product-image.kurly.com/product/image/8527c657-ffb1-4d1d-8c0b-c3531ad8171c.jpg,,https://www.kurly.com/goods/1001753685,kurly
[신라명과] 골드바 휘낭시에 (28g X 9개),,간식/디저트,21750,real,,500,32.14,46.43,7.14,32.14,89.0,,,,,"- 계란, 밀, 우유 함유
- 대두, 메밀, 땅콩, 호두, 복숭아, 토마토, 돼지고기, 아황산류, 닭고기, 쇠고기를 사용한 제품과 같은 제조시설에서 제조",20,https://product-image.kurly.com/product/image/5b1dc941-309c-4cf2-a337-dbb43e90fb73.jpg,,https://www.kurly.com/goods/1001476383,kurly
[선물세트] 로로멜로 두바이 쫀득 쿠키 세트 (55g X 6개입),,간식/디저트,41900,real,,518,14.55,54.55,10.91,29.09,236.0,,,,,"- 우유, 대두, 쇠고기, 밀 함유
- 땅콩, 호두, 계란, 아황산류를 사용한 제품과 같은 제조시설에서 제조",20,https://product-image.kurly.com/product/image/42845d35-c428-46a6-84d1-63b3aa657272.jpg,,https://www.kurly.com/goods/1001940089,kurly
[소소미담] 서문시장식 왕땅콩빵 300g,,간식/디저트,9900,real,,466,22.77,44.76,12.1,26.48,144.0,,,,,"- 계란, 밀, 우유, 대두, 땅콩 함유
- 호두, 아몬드, 아황산류 혼입가능",20,https://product-image.kurly.com/product/image/c67ed455-79e1-4362-8f2a-54bdcc08ff83.jpg,,https://www.kurly.com/goods/1002194633,kurly
[마음이가] 이북식 쑥 인절미 400g (개별 포장),,간식/디저트,10500,real,,199,6.62,43.94,5.88,1.38,230.0,,,,,"* 대두, 계란, 우유, 땅콩, 호두, 밀, 메밀, 아황산류, 견과류 혼입가능",20,https://product-image.kurly.com/product/image/4f555844-21c2-4ab6-a208-ff21536959b5.jpg,,https://www.kurly.com/goods/1000641545,kurly
[유키앤러브] 누가비스킷 오리지널 112g,,간식/디저트,6280,real,,456,22.0,66.3,5.5,18.7,491.0,,,,," - 밀, 계란, 우유 함유",20,https://product-image.kurly.com/product/image/794dcd7b-3365-486b-836e-bbef6aa79393.jpg,,https://www.kurly.com/goods/1001413381,kurly
[김정환홍삼] 6년근 꿀먹은 홍삼절편,,간식/디저트,19900,real,,368,67.59,85.01,2.77,1.87,3.0,,,,,,20,https://product-image.kurly.com/product/image/c7dd34d1-abf8-4ebe-b41f-bd08e99dea74.jpg,,https://www.kurly.com/goods/5072914,kurly
[농협] 달콤바삭 쌀크룽지 (25g X 6개),,간식/디저트,9980,real,,333,9.33,38.67,5.33,17.33,307.0,,,,,"- 계란, 우유, 대두, 밀 함유",20,https://product-image.kurly.com/product/image/cca06b54-943d-46d9-9129-91388d9037ee.jpg,,https://www.kurly.com/goods/1001453799,kurly
[해아람]통팥 쏙 호박찰떡 (85g x 5개),,간식/디저트,11900,real,,167,8.33,45.0,3.33,0.0,0.0,,,,,"- 이 제품은 우유, 대두를 사용한 제품과 같은 시설에서 제조하고 있습니다.",20,https://product-image.kurly.com/product/image/0187f447-aaad-4983-ab3c-adfb536b1b68.jpg,,https://www.kurly.com/goods/1002070564,kurly
[단미정] 호박앙금카스테라 인절미 (50g X 6개),,간식/디저트,9900,real,,219,0.0,48.0,4.0,1.2,100.0,,,,,"- 밀, 우유, 계란, 대두 함유
- 본 제품은 땅콩, 호두, 잣을 사용한 제품과 같은 제조시설에서 제조하였습니다.",20,https://product-image.kurly.com/product/image/0d19133d-4148-47b1-9ee7-bcdfea4526be.jpg,,https://www.kurly.com/goods/1002146175,kurly
[선물세트] 기화병가 틴케이스 쿠키 판다 198g,,간식/디저트,19800,real,,529,9.3,59.7,9.2,28.1,105.0,,,,,"- 밀, 우유, 계란 함유
* 이 제품은 땅콩, 대두, 견과류(호두), 갑각류(새우)를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ",20,https://product-image.kurly.com/product/image/68eb8362-14a1-483e-93b8-b177f77f72c6.jpg,,https://www.kurly.com/goods/1002135652,kurly
[근대골목단팥빵] 우리맛 단팥빵 3개 2종 (택1),,간식/디저트,9000,real,,230,12.0,35.0,7.0,7.0,201.0,,,,,"- 밀, 우유, 대두, 알류(달걀), 호두 함유
- 메밀, 땅콩, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 닭고기, 쇠고기, 아황산류, 오징어, 조개류(굴, 전복, 홍합 포함), 잣을 사용한 제품과 같은 제",20,https://product-image.kurly.com/product/image/f24c69d7-84a4-4c2e-b088-787b64ddd660.jpg,,https://www.kurly.com/goods/1001632447,kurly
[감코리아] 곶감 쏙 떡바라기 5입팩 135g,,간식/디저트,13900,real,,260,14.0,46.0,3.2,8.0,44.0,,,,,,20,https://product-image.kurly.com/product/image/2d2810e3-51bf-459b-8211-54d911d3e0af.jpg,,https://www.kurly.com/goods/1000497766,kurly
[근대골목단팥빵] 소보루단팥빵 (90g X 5개),,간식/디저트,15000,real,,309,2.5,45.0,11.25,8.75,228.0,,,,,"-밀, 대두, 알류(달걀), 우유, 땅콩, 호두 함유
-메밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 쇠고기, 닭고기, 오징어, 조개류, 잣 등을 사용한 제품과 같은 제조시설에서 제조",20,https://product-image.kurly.com/product/image/463d021e-c730-491c-b64f-466b70f38b8a.jpg,,https://www.kurly.com/goods/1000052811,kurly
[근대골목단팥빵] 큼직한 우리맛 단팥빵 (120g X 3개),,간식/디저트,9000,real,,230,12.0,35.0,7.0,7.0,201.0,,,,,"- 밀, 우유, 대두, 알류(달걀), 호두 함유
- 메밀, 땅콩, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 닭고기, 쇠고기, 아황산류, 오징어, 조개류(굴, 전복, 홍합 포함), 잣을 사용한 제조시설에서 제",20,https://product-image.kurly.com/product/image/f7deb161-ad12-4eb1-9078-83e7ea29655c.jpg,,https://www.kurly.com/goods/1001632442,kurly
[선물세트] 몽슈슈 구움과자 세트 414g,,간식/디저트,48000,real,,349,28.0,44.0,5.0,17.0,159.0,,,,,"- 계란, 밀, 우유, 대두 함유
- 돼지고기, 쇠고기, 복숭아, 호두, 아황산류를 사용한 제품과 같은 시설에서 제조.",20,https://img-cf.kurly.com/shop/data/goods/1637659923994l0.jpg,,https://www.kurly.com/goods/5097731,kurly
